ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0036464	332	9	15	7	276	12	2	false	1.2306557390291261E-9	1.1198967225165048E-6	4.454705662588997E-17	"cytoplasmic ribonucleoprotein granule"
GO:0035770	332	10	15	7	115	13	2	false	4.042636963992526E-6	0.0018393998186165992	1.3415544825221146E-14	"ribonucleoprotein granule"
GO:0043228	332	111	15	13	301	14	1	false	1.3990779973429763E-5	0.0031541504419094805	1.8525115236992402E-85	"non-membrane-bounded organelle"
GO:1990904	332	32	15	10	143	13	1	false	1.5799913390400745E-5	0.0031541504419094805	1.2035354517797626E-32	"ribonucleoprotein complex"
GO:0043232	332	111	15	13	296	14	2	false	1.7330496933568573E-5	0.0031541504419094805	1.885231836043961E-84	"intracellular non-membrane-bounded organelle"
GO:1901363	332	146	15	15	289	15	1	false	2.4496299422000015E-5	0.0037152720790033355	2.1774838635715286E-86	"heterocyclic compound binding"
GO:0097159	332	148	15	15	289	15	1	false	3.0356658135400807E-5	0.003946365557602105	2.332972468032242E-86	"organic cyclic compound binding"
GO:0005634	332	140	15	12	275	12	1	false	2.3805223295749936E-4	0.027078441498915553	3.585439627802201E-82	"nucleus"
GO:0043487	332	12	15	5	151	11	5	false	4.6686454150176443E-4	0.047205192529622846	5.3388603233551054E-18	"regulation of RNA stability"
GO:0099080	332	41	15	7	320	14	1	false	5.995330382486979E-4	0.05320705303119543	9.469478588462338E-53	"supramolecular complex"
GO:0006518	332	28	15	6	170	9	2	false	7.147098923891832E-4	0.05320705303119543	1.1323384985599744E-32	"peptide metabolic process"
GO:0032991	332	143	15	13	323	15	1	false	7.156407975960994E-4	0.05320705303119543	1.0960354658490998E-95	"protein-containing complex"
GO:0140098	332	14	15	4	176	7	1	false	7.858456566272902E-4	0.05320705303119543	5.4169255073717855E-21	"catalytic activity, acting on RNA"
GO:0048519	332	100	15	11	317	15	2	false	8.185700466337759E-4	0.05320705303119543	3.1130121432912196E-85	"negative regulation of biological process"
GO:0006401	332	15	15	6	116	12	3	false	0.0010002649176655757	0.06068273833837826	3.6326777082410397E-19	"RNA catabolic process"
GO:0044270	332	19	15	6	171	14	2	false	0.0014543789348199516	0.07586076424624179	1.2853768153083995E-25	"cellular nitrogen compound catabolic process"
GO:0016071	332	26	15	8	92	11	1	false	0.001461337564344033	0.07586076424624179	1.764932931747011E-23	"mRNA metabolic process"
GO:0046700	332	18	15	6	160	14	2	false	0.0015005425894861013	0.07586076424624179	3.660178160186712E-24	"heterocycle catabolic process"
GO:0003729	332	9	15	6	60	13	1	false	0.0020118279775837916	0.08316762435164497	6.764461542441828E-11	"mRNA binding"
GO:0006413	332	5	15	3	233	15	2	false	0.0020184718920305002	0.08316762435164497	1.8245763525379645E-10	"translational initiation"
GO:0019222	332	135	15	13	278	15	2	false	0.002105424616682351	0.08316762435164497	4.8300570633987896E-83	"regulation of metabolic process"
GO:0034655	332	17	15	6	117	12	5	false	0.0021289347726152646	0.08316762435164497	8.361583622252208E-21	"nucleobase-containing compound catabolic process"
GO:0019439	332	19	15	6	159	14	2	false	0.002162105740877523	0.08316762435164497	5.5573577100028595E-25	"aromatic compound catabolic process"
GO:1901361	332	20	15	6	153	13	2	false	0.002254466138440052	0.08316762435164497	1.8034714180155982E-25	"organic cyclic compound catabolic process"
GO:0044419	332	60	15	8	317	15	1	false	0.0022848248448254114	0.08316762435164497	2.8140636816218703E-66	"interspecies interaction between organisms"
GO:0034063	332	2	15	2	29	2	1	false	0.002463054187192125	0.0862068965517244	0.002463054187192125	"stress granule assembly"
GO:0048518	332	113	15	11	317	15	2	false	0.002705237282331308	0.08722045495891188	4.538687372031908E-89	"positive regulation of biological process"
GO:0005829	332	126	15	11	320	14	2	false	0.0027916815148257054	0.08722045495891188	1.490023087055551E-92	"cytosol"
GO:0061013	332	12	15	5	103	11	4	false	0.002873183354089581	0.08722045495891188	6.539608075462151E-16	"regulation of mRNA catabolic process"
GO:0006412	332	24	15	6	195	14	5	false	0.002875399614030062	0.08722045495891188	2.970747191335876E-31	"translation"
GO:0006402	332	14	15	6	51	8	3	false	0.003345019784046805	0.09819251624137397	7.735709934837747E-13	"mRNA catabolic process"
GO:0003724	332	5	15	4	15	4	2	false	0.0036630036630036565	0.10416666666666648	3.330003330003327E-4	"RNA helicase activity"
GO:0006414	332	24	15	6	105	9	2	false	0.004214904155065471	0.11622917518513876	3.3260850347576404E-24	"translational elongation"
GO:0042623	332	6	15	4	18	4	1	false	0.0049019607843137575	0.13119953863898587	5.3867700926524536E-5	"ATPase activity, coupled"
GO:0005681	332	9	15	4	147	14	2	false	0.005055471158480578	0.131442250120495	1.4533694183653407E-14	"spliceosomal complex"
GO:1905114	332	18	15	4	62	4	2	false	0.005485394688488857	0.1334200952637646	5.408091037221291E-16	"cell surface receptor signaling pathway involved in cell-cell signaling"
GO:0034249	332	5	15	3	71	7	4	false	0.005593049843896797	0.1334200952637646	7.680545232689421E-8	"negative regulation of cellular amide metabolic process"
GO:0048522	332	98	15	10	302	15	3	false	0.005678790083918524	0.1334200952637646	4.4931844792832655E-82	"positive regulation of cellular process"
GO:0050789	332	194	15	14	317	15	2	false	0.005718004082732769	0.1334200952637646	2.4766152093736326E-91	"regulation of biological process"
GO:0090304	332	98	15	12	212	15	2	false	0.006465122915488739	0.1470815463273688	5.065350127896407E-63	"nucleic acid metabolic process"
GO:0043604	332	26	15	6	102	9	2	false	0.007938192509807995	0.17289104884916714	7.908955698938546E-25	"amide biosynthetic process"
GO:0044265	332	47	15	7	200	12	3	false	0.008005648446381556	0.17289104884916714	6.579369658175999E-47	"cellular macromolecule catabolic process"
GO:0031099	332	4	15	2	93	4	1	false	0.008169577033532074	0.17289104884916714	3.4249683618547254E-7	"regeneration"
GO:1901566	332	63	15	8	207	12	2	false	0.008511845890936077	0.17604044910799613	9.492906416754759E-55	"organonitrogen compound biosynthetic process"
GO:0017148	332	5	15	3	71	8	6	false	0.008743071860179804	0.17680434206141382	7.680545232689421E-8	"negative regulation of translation"
GO:0003676	332	95	15	14	148	15	2	false	0.009081653386070167	0.1796587952461707	1.7274591868160112E-41	"nucleic acid binding"
GO:0031331	332	14	15	4	108	8	4	false	0.00947191918655933	0.1833924778674253	7.156253264392992E-18	"positive regulation of cellular catabolic process"
GO:0003723	332	60	15	13	95	14	1	false	0.009696051389676538	0.1838209742626177	8.323540185513295E-27	"RNA binding"
GO:0060255	332	119	15	13	213	15	2	false	0.010307820695101047	0.1896729653749022	6.011846432892902E-63	"regulation of macromolecule metabolic process"
GO:1903311	332	13	15	5	76	10	2	false	0.010622007581300776	0.1896729653749022	6.547747499564647E-15	"regulation of mRNA metabolic process"
GO:0031100	332	3	15	2	58	4	2	false	0.010630023334197816	0.1896729653749022	3.240860772621269E-5	"animal organ regeneration"
GO:0035556	332	59	15	7	312	15	2	false	0.01130700799418446	0.19787263989822804	3.4132379789261103E-65	"intracellular signal transduction"
GO:0045182	332	4	15	2	317	15	2	false	0.011896141608829954	0.20425450686858976	2.4222819613468664E-9	"translation regulator activity"
GO:0008152	332	241	15	15	317	15	1	false	0.014700581320385143	0.24384660788551835	2.8355804392380033E-75	"metabolic process"
GO:1901654	332	4	15	2	69	4	2	false	0.014737981795278582	0.24384660788551835	1.156736660802023E-6	"response to ketone"
GO:0006139	332	114	15	12	227	15	5	false	0.015375591797328728	0.24553009317551938	8.784044856095733E-68	"nucleobase-containing compound metabolic process"
GO:0006644	332	10	15	2	77	2	3	false	0.015379357484620446	0.24553009317551938	9.115825090302828E-13	"phospholipid metabolic process"
GO:1901796	332	3	15	2	34	3	2	false	0.015708556149732517	0.2464618292458033	1.671122994652395E-4	"regulation of signal transduction by p53 class mediator"
GO:0006725	332	118	15	12	233	15	1	false	0.016802910315894044	0.2548441397910597	1.414382531872105E-69	"cellular aromatic compound metabolic process"
GO:0046483	332	118	15	12	233	15	1	false	0.016802910315894044	0.2548441397910597	1.414382531872105E-69	"heterocycle metabolic process"
GO:0018210	332	6	15	2	42	2	1	false	0.01742160278745669	0.2556155744456496	1.9062920218247967E-7	"peptidyl-threonine modification"
GO:0044237	332	233	15	15	303	15	2	false	0.01744834373875889	0.2556155744456496	1.3766529258402167E-70	"cellular metabolic process"
GO:0000184	332	3	15	3	8	3	1	false	0.017857142857142835	0.2556155744456496	0.017857142857142835	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0061008	332	5	15	2	80	4	1	false	0.018023116124381434	0.2556155744456496	4.159731008498279E-8	"hepaticobiliary system development"
GO:0000785	332	14	15	3	320	14	2	false	0.018305718669082087	0.2556155744456496	9.853384680705655E-25	"chromatin"
GO:0009607	332	29	15	5	159	10	1	false	0.018755044966101857	0.2556155744456496	1.9404198930208307E-32	"response to biotic stimulus"
GO:0034248	332	14	15	4	142	12	3	false	0.018820047788855515	0.2556155744456496	1.2472427836942066E-19	"regulation of cellular amide metabolic process"
GO:0065007	332	213	15	14	317	15	1	false	0.019195309511412975	0.25687840669685014	1.5929685663942652E-86	"biological regulation"
GO:0043043	332	24	15	6	67	8	3	false	0.021028906437993402	0.2773377515735362	1.0277875409950792E-18	"peptide biosynthetic process"
GO:0062028	332	2	15	2	10	2	2	false	0.022222222222222185	0.28188888076559904	0.022222222222222185	"regulation of stress granule assembly"
GO:0031330	332	9	15	3	101	8	4	false	0.02226235273214559	0.28188888076559904	4.788538836783751E-13	"negative regulation of cellular catabolic process"
GO:0046470	332	5	15	2	171	9	2	false	0.02277055064216844	0.28188888076559904	8.706102115852946E-10	"phosphatidylcholine metabolic process"
GO:0032269	332	21	15	4	150	9	4	false	0.02280079000627944	0.28188888076559904	4.448363868085514E-26	"negative regulation of cellular protein metabolic process"
GO:0050794	332	181	15	13	303	15	2	false	0.023171276903265772	0.28188888076559904	4.259610972159962E-88	"regulation of cellular process"
GO:0031329	332	33	15	6	152	12	3	false	0.023333420115125923	0.28188888076559904	3.6913424917551668E-34	"regulation of cellular catabolic process"
GO:0006417	332	14	15	4	121	11	5	false	0.023542368063940135	0.28188888076559904	1.3210031122901816E-18	"regulation of translation"
GO:0010638	332	19	15	3	152	6	3	false	0.026258618787175076	0.31032913112116	1.3796556347819405E-24	"positive regulation of organelle organization"
GO:0031519	332	4	15	2	209	15	2	false	0.026610174907259157	0.31045204058469017	1.2946848164907526E-8	"PcG protein complex"
GO:0051090	332	21	15	3	101	4	3	false	0.02752560970382673	0.31612411476460806	3.8792396100376267E-22	"regulation of DNA-binding transcription factor activity"
GO:0051607	332	7	15	3	41	5	3	false	0.02781699444087165	0.31612411476460806	4.4480147175911587E-8	"defense response to virus"
GO:0018107	332	6	15	2	33	2	2	false	0.028409090909090925	0.31612411476460806	9.028791008768759E-7	"peptidyl-threonine phosphorylation"
GO:0031323	332	125	15	11	270	15	3	false	0.02848590924252512	0.31612411476460806	2.2743000902764235E-80	"regulation of cellular metabolic process"
GO:0010605	332	58	15	8	206	15	3	false	0.02962629432242861	0.32000187546886866	1.0730108591239852E-52	"negative regulation of macromolecule metabolic process"
GO:1901360	332	124	15	12	231	15	1	false	0.02970721151790466	0.32000187546886866	1.0307323807494193E-68	"organic cyclic compound metabolic process"
GO:0008144	332	37	15	5	289	15	1	false	0.03013220505091122	0.32000187546886866	1.3532005315445187E-47	"drug binding"
GO:0043021	332	6	15	2	32	2	1	false	0.030241935483871104	0.32000187546886866	1.1035189010717445E-6	"ribonucleoprotein complex binding"
GO:0051248	332	23	15	4	169	10	4	false	0.03172697197778211	0.32520325203252426	7.115381467800805E-29	"negative regulation of protein metabolic process"
GO:0009892	332	70	15	8	247	15	3	false	0.03175157178660542	0.32520325203252426	2.0037132184006642E-63	"negative regulation of metabolic process"
GO:0009057	332	49	15	7	213	15	2	false	0.03205572899819559	0.32520325203252426	1.9831379126623537E-49	"macromolecule catabolic process"
GO:0033043	332	32	15	4	157	7	2	false	0.032168612135516944	0.32520325203252426	4.223432505659515E-34	"regulation of organelle organization"
GO:1902373	332	2	15	2	42	8	5	false	0.032520325203252425	0.32520325203252426	0.0011614401858304456	"negative regulation of mRNA catabolic process"
GO:1902369	332	2	15	2	36	7	3	false	0.03333333333333326	0.32683530594876636	0.0015873015873015955	"negative regulation of RNA catabolic process"
GO:0030141	332	26	15	2	140	2	2	false	0.03340184994861019	0.32683530594876636	7.619929956424852E-29	"secretory granule"
GO:0072331	332	3	15	2	59	7	1	false	0.034667322895198055	0.3310786031539023	3.0760712418099554E-5	"signal transduction by p53 class mediator"
GO:1903900	332	4	15	2	19	2	2	false	0.03508771929824571	0.3310786031539023	2.579979360165113E-4	"regulation of viral life cycle"
GO:1903902	332	4	15	2	19	2	3	false	0.03508771929824571	0.3310786031539023	2.579979360165113E-4	"positive regulation of viral life cycle"
GO:0061014	332	4	15	3	24	6	4	false	0.035290796160361015	0.3310786031539023	9.41087897609627E-5	"positive regulation of mRNA catabolic process"
GO:1903313	332	5	15	3	43	8	3	false	0.03721802870980459	0.34202947182732296	1.0388552646068375E-6	"positive regulation of mRNA metabolic process"
GO:0009896	332	17	15	4	117	10	3	false	0.03761106460925844	0.34202947182732296	8.361583622252208E-21	"positive regulation of catabolic process"
GO:1903312	332	2	15	2	39	8	3	false	0.03778677462887988	0.34202947182732296	0.0013495276653171407	"negative regulation of mRNA metabolic process"
GO:0016458	332	16	15	3	301	15	2	false	0.03796151280720837	0.34202947182732296	6.914283224319081E-27	"gene silencing"
GO:0072752	332	1	15	1	26	1	8	false	0.03846153846153841	0.3431372549019603	0.03846153846153841	"cellular response to rapamycin"
GO:0014070	332	16	15	3	66	4	1	false	0.04137529137529072	0.3655486907914034	1.1690155194094349E-15	"response to organic cyclic compound"
